Species,Region,Count
Penaeus monodon hepatopancreatic parvovirus,Asia,7
Penaeus monodon metallodensovirus,North America,8
Penaeus monodon nucleopolyhedrovirus,Asia,39
Penaeus monodon nudivirus,Asia,230
Penaeus stylirostris densovirus,Asia,3
Penaeus stylirostris densovirus,Oceans and Seas,4
Penaeus vannamei nodavirus,North America,6
Penaeus vannamei picornavirus,Asia,2
Penguin circovirus,Antarctica,14
Penguin herpesvirus 1,South America,2
Penguin herpesvirus 2,South America,1
Penguin siadenovirus A,Antarctica,45
Penguinpox virus,Africa,487
Penguinpox virus 2,Oceans and Seas,327
Penicillidia conspicua rhabdovirus 1,Europa,1
Penicillidia conspicua rhabdovirus 2,Europa,1
Penicillimonavirus alphapenicillii,Europa,1
Penicillimonavirus alphaplasmoparae,Europa,1
Penicillimonavirus betapenicillii,Europa,1
Penicillimonavirus betaplasmoparae,Europa,2
Penicillimonavirus deltaplasmoparae,Europa,1
Penicillimonavirus epsilonplasmoparae,Europa,2
Penicillimonavirus etaplasmoparae,Europa,1
Penicillimonavirus gammaplasmopara,Europa,1
Penicillimonavirus kilnbarnense,Europa,1
Penicillimonavirus zetaplasmoparae,Europa,1
Penicillium aurantiogriseum bipartite virus 1,Europa,6
Penicillium aurantiogriseum foetidus-like virus,Europa,2
Penicillium aurantiogriseum fusarivirus 1,Europa,4
Penicillium aurantiogriseum partiti-like virus,Europa,2
Penicillium aurantiogriseum partiti-like virus 1,Europa,1
Penicillium aurantiogriseum partitivirus 1,Europa,4
Penicillium aurantiogriseum partitivirus 1-cp,North America,2
Penicillium aurantiogriseum totivirus 1,Europa,4
Penicillium brasilianum partitivirus 1,North America,2
Penicillium brevicompactum partitivirus 1,Europa,1
Penicillium brevicompactum ssRNA virus 1,Europa,2
Penicillium brevicompactum virus,Europa,1
Penicillium chrysogenum virus,Africa,3
Penicillium chrysogenum virus,Europa,4
Penicillium digitatum narna-like virus 1,Asia,2
Penicillium digitatum partitivirus 1,North America,2
Penicillium digitatum polymycovirus 1,Asia,8
Penicillium digitatum totivirus 1,North America,2
Penicillium digitatum totivirus 2,North America,2
Penicillium digitatum virus 1,Asia,6
Penicillium digitatum yadokarivirus 1,North America,1
Penicillium discovirus,North America,3
Penicillium glabrum RNA virus 1,Europa,1
Penicillium italicum chrysovirus,Asia,4
Penicillium janczewskii Beauveria bassiana-like virus 1,Europa,2
Penicillium janczewskii chrysovirus 1,Europa,8
Penicillium janczewskii chrysovirus 2,Europa,8
Penicillium janthinellum polymycovirus 1,Asia,5
Penicillium magoulivirus,Europa,1
Penicillium miczynskii RNA virus 1,Europa,2
Penicillium penoulivirus,Europa,1
Penicillium raistrickii chrysovirus 1,North America,4
Penicillium roqueforti ssRNA mycovirus 1,South America,4
Penicillium roseopurpureum negative ssRNA virus 1,Europa,3
Penicillium spinulosum metavirus 1,Europa,1
Penicillium stoloniferum virus F,Asia,2
Penicillium stoloniferum virus F,North America,4
Penicillium stoloniferum virus S,Europa,2
Penicillium waksmanii bipartite virus RNA2,Europa,1
Penicillium waksmanii metavirus 1,Europa,1
Penicillum brevicompactum polymycovirus 1,Europa,8
Pennisetum alopecuroides mosaic potyvirus,Asia,1
Pennisetum glaucum marafivirus,Africa,1
Pennisetum mosaic virus,Asia,45
Pennypacker partiti-like virus,Oceans and Seas,2
Penshurt phlebovirus,North America,4
Peony associated anulavirus,Asia,4
Peony betaflexivirus 1,Asia,5
Peony yellowing associated citrivirus,Asia,3
Peony yellowing associated secovirus,Asia,2
Peony yellowing associated secovirus satellite RNA,Asia,1
Pepino mosaic virus,Africa,187
Pepino mosaic virus,Asia,57
Pepino mosaic virus,Europa,2540
Pepino mosaic virus,North America,156
Pepino mosaic virus,South America,54
Pepo aphid-borne yellows virus,Africa,110
Pepo aphid-borne yellows virus,Europa,4
Pepper blistering leaf virus,South America,28
Pepper chlorotic spot orthotospovirus,Asia,21
Pepper cryptic virus 1,Asia,14
Pepper cryptic virus 1,North America,13
Pepper cryptic virus 2,Asia,19
Pepper cryptic virus 2,Europa,30
Pepper cryptic virus 2,North America,23
Pepper enamovirus,Africa,8
Pepper geminivirus,North America,1
Pepper golden mosaic virus,Africa,1
Pepper golden mosaic virus,Asia,1
Pepper golden mosaic virus,North America,602
Pepper huasteco yellow vein virus,North America,432
Pepper leaf curl Bangladesh virus,Asia,62
Pepper leaf curl Bangladesh virus-India,Asia,24
Pepper leaf curl Lahore virus,Asia,72
Pepper leaf curl Varanasi virus,Asia,6
Pepper leaf curl Yunnan virus,Asia,90
Pepper leaf curl Yunnan virus satellite DNA beta,Asia,4
Pepper leaf curl virus,Asia,36
Pepper leaf curl virus satellite DNA beta,Asia,3
Pepper leafroll chlorosis virus,Asia,11
Pepper leafroll virus,Asia,7
Pepper leafroll virus,South America,81
Pepper mild mosaic virus,North America,2
Pepper mild mottle virus,Africa,12
Pepper mild mottle virus,Asia,310
Pepper mild mottle virus,Europa,259
Pepper mild mottle virus,North America,48
Pepper mild mottle virus,Oceans and Seas,1
Pepper mild mottle virus,South America,68
Pepper mottle virus,Asia,48
Pepper mottle virus,North America,5
Pepper necrotic spot virus,South America,4
Pepper ringspot virus,North America,2
Pepper ringspot virus,South America,10
Pepper rugose mosaic virus,South America,4
Pepper severe mottle virus,South America,28
Pepper vein yellows virus,Africa,78
Pepper vein yellows virus,Asia,222
Pepper vein yellows virus,Europa,28
Pepper vein yellows virus,North America,12
Pepper vein yellows virus,Oceans and Seas,6
Pepper vein yellows virus,South America,6
Pepper vein yellows virus 2,Asia,12
Pepper vein yellows virus 5,Europa,14
Pepper vein yellows virus-associated RNA,Africa,2
Pepper veinal mottle virus,Africa,91
Pepper veinal mottle virus,Asia,15
Pepper virus A,Asia,22
Pepper whitefly borne vein yellow virus,Asia,7
Pepper yellow dwarf virus - Mexico,North America,14
Pepper yellow leaf curl Aceh virus,Asia,70
Pepper yellow leaf curl Indonesia virus,Asia,156
Pepper yellow leaf curl Indonesia virus 2,Asia,10
Pepper yellow leaf curl Thailand virus,Asia,106
Pepper yellow leaf curl satellite DNA beta,Asia,2
Pepper yellow leaf curl virus,Asia,30
Pepper yellow mosaic virus,South America,18
Pepper yellow vein Mali virus,Africa,452
Pepper yellow vein Mali virus,Asia,30
Pepper yellows virus,Africa,3
Pepper yellows virus,Asia,5
Pepper yellows virus,Europa,44
Pepusduvirus humivivens,North America,3
Peralta bunya-like virus,Oceans and Seas,2
Peramelid herpesvirus 2,Oceans and Seas,1
Perch actinovirus,Europa,10
Perch iridovirus 603-2/China,Asia,1
Perch perhabdovirus,Europa,72
Perch picornavirus M9/2015/HUN,Europa,1
Percid herpesvirus 2,Europa,2
Peribunyaviridae sp.,Asia,34
Periconia macrospinosa ambiguivirus 1,North America,2
Pericornia byssoides totivirus 1,Europa,2
Peridroma alphabaculovirus,North America,279
Perigonia lusca nucleopolyhedrovirus,South America,290
Perilla mosaic emaravirus,Asia,10
Perina nuda nucleopolyhedrovirus,Asia,1
Perinet vesiculovirus,Africa,11
Periparus ater CRESS-DNA-virus sp.,Asia,6
Periparus ater Circoviridae sp.,Asia,2
Periparus ater Genomoviridae sp.,Asia,6
Periparus ater Ichthamaparvovirus,Asia,2
Periparus ater ambidensovirus,Asia,20
Periparus ater densovirus,Asia,4
Periparus ater parvoviridae sp.,Asia,10
Peristrophe mosaic virus,North America,9
Perkerra phlebovirus,Africa,4
Permutotetraviridae sp.,Asia,24
Permutotetraviridae sp.,North America,2
Pernambuco mycovirus 1,South America,1
Pernambuco nodavirus,South America,2
Pernambuco polycipivirus 2,South America,1
Pernambuco virus,South America,2
Peromyscus adeno-associated virus M-6/USA/2010,North America,3
Peromyscus adenovirus M-6/USA/2010,North America,1
Perrin Park virus,Oceans and Seas,3
Persea americana alphaendornavirus 1,Europa,2
Persea americana chrysovirus,Europa,6
Persimmon ampelovirus,Asia,14
Persimmon circular DNA virus,Asia,10
Persimmon cryptic virus,Asia,3
Persimmon cryptic virus,Europa,10
Persimmon cryptic virus,North America,2
Persimmon cytorhabdovirus,Asia,14
Persimmon cytorhabdovirus,Europa,1
Persimmon cytorhabdovirus,North America,1
Persimmon latent virus,Asia,4
Persimmon latent virus,North America,1
Persimmon polerovirus,Asia,12
Persimmon virus B,Asia,53
Persimmon virus B,North America,3
Persimmon waikavirus,Asia,1
Perth bee virus 1,Oceans and Seas,2
Perth bee virus 2,Oceans and Seas,1
Perth bee virus 3,Oceans and Seas,1
Perth bee virus 4,Oceans and Seas,2
Perth bee virus 5,Oceans and Seas,2
Perth bee virus 6,Oceans and Seas,1
Perth bee virus 7,Oceans and Seas,1
Perth bee virus 8,Oceans and Seas,1
Perth bee virus 9,Oceans and Seas,1
Perth betaflexivirus 1,Oceans and Seas,4
Peru tomato mosaic virus,South America,29
Peruvian horse sickness virus,Oceans and Seas,7
Peruvian horse sickness virus,South America,33
Pestalotiopsis botourmiavirus 2,Asia,1
Pestalotiopsis botourmiavirus 3,Asia,1
Pestalotiopsis deltaflexivirus 1,Asia,1
Pestalotiopsis mitovirus 1,Asia,1
Pestalotiopsis mitovirus 2,Asia,1
Pestalotiopsis theae chrysovirus 1,Asia,4
